0 ГраницыРЦ
Линий 839; ПОДов 0; дуг 0; окружностей 0
Линии(индекс 2): всего 839
ID(2) начало конец тип цвет
7 Nabuk
7 п0007
Полигон (индекс 6)
6 126 160 162 160   0   0   0 0
7 rc85
7 Nebul
7 Gigat
7 Pesom
7 Olgir
7 rc88
7 rc830
7 Didek
7 y52
7 y58
7 y64
7 y70
7 y76
7 y79
7 y82
7 y94
7 y106
7 y115
7 y121
7 y127
7 y130
7 y133
7 y139
7 y142
7 y148
7 y151
7 y154
7 y157
7 y163
7 y166
7 y169
7 y172
7 y181
7 y187
7 y190
7 y199
7 y202
7 y223
7 y232
7 y238
7 y241
7 y244
7 y247
7 y253
7 y262
7 y274
7 y277
7 y286
7 y292
7 y298
7 y304
7 y307
7 y313
7 y316
7 y319
7 y322
7 y325
7 y328
7 y331
7 y334
7 y340
7 y343
7 y346
7 y352
7 Magit
7 п0000
7 y364
7 yy7
7 yy10
7 yy19
7 yy25
7 yy28
7 yy31
7 yy37
7 yy43
7 yy46
7 yy49
7 yy55
7 yy61
7 yy67
7 yy73
7 yy76
7 yy88
7 yy94
7 yy94
7 yy100
7 yy103
7 yy106
7 yy112
7 yy115
7 yy121
7 yy130
7 yy139
7 yy141
7 yy148
7 yy151
7 yy162
7 yy169
7 yy170
7 yy179
7 yy184
7 yy192
7 yy198
7 yy202
7 yy208
7 yy214
7 yy217
7 yy220
7 yy223
7 yy226
7 yy229
7 yy231
7 yy235
7 yy244
7 yy247
7 yy250
7 yy253
7 yy256
7 yy259
7 yy262
7 yy271
7 yy272
7 yy277
7 Nabuk
7 Utomi
7 Ospir
Полигон (индекс 6)
6 10 140 140 140 128 128 128 0
7 rc830
7 rc88
7 Tirak
7 Amupi
7 Sutek
7 RC02
7 RC03
7 RC04
7 RA03
7 Tomsu
Полигон (индекс 6)
6 33 140 140 140 128 128 128 0
7 y52
7 Didek
7 Ivada
7 rc830
7 Tomsu
7 Vadok
7 RA03
7 Tigma
7 Nebes
7 RA06
7 Sorus
7 Aguni
7 Gubol
7 Ardel
7 RA09
7 GG01
7 GG02
7 GG03
7 GG04
7 GG05
7 GG06
7 GG07
7 GG08
7 GG09
7 GG10
7 GG11
7 GG12
7 y1
7 y4
7 y7
7 y19
7 y31
7 y37
Точки(индекс 1): всего 1714
ID(1) имя тип широта долгота
1 Sovik 0 524054N 1272622E
1 BLG 0 502336N 1272536E
1 Nabuk 0 494530N 1295100E
1 Nidis 0 524237N 1292652E
1 Budes 0 524143N 1283540E
1 Udril 0 522607N 1270803E
1 Rulas 0 550942N 1221512E
1 GU 0 532812N 1254842E
1 Ledis 0 543948N 1220824E
1 Niksi 0 542444n 1220457e
1 Gikos 0 535808N 1215909E
1 Suran 0 551200N 1243054E
1 Akobi 0 551048N 1245036E
1 Basok 0 550942n 1245812e
1 Madan 0 545618N 1262200E
1 Rilta 0 545336N 1264254E
1 Lalir 0 544818N 1271812E
1 Lopta 0 553324N 1221242E
1 Nisot 0 554306N 1215200E
1 Gupra 0 564124N 1194000E
1 Alaka 0 555912N 1304606E
1 Ivada 0 490500N 1342800E
1 z1 0 525436N 1253948E
1 z4 0 525542N 1254155E
1 z7 0 525627N 1254438E
1 z10 0 525910N 1254553E
1 z13 0 525945N 1254336E
1 z16 0 530048N 1254016E
1 z19 0 530212N 1253855E
1 z22 0 530400N 1253752E
1 z25 0 530441N 1253524E
1 z28 0 530350N 1253254E
1 z31 0 530257N 1253111E
1 z34 0 530347N 1252959E
1 z37 0 530445N 1252940E
1 z40 0 530543N 1252949E
1 z43 0 530611N 1252825E
1 z46 0 530640N 1252545E
1 z49 0 530732N 1252406E
1 z52 0 530745N 1252307E
1 z55 0 530811N 1252027E
1 z58 0 530849N 1251820E
1 z61 0 530956N 1251614E
1 z64 0 531141N 1251443E
1 z67 0 531227N 1251220E
1 z70 0 531204N 1250915E
1 z73 0 531214N 1250520E
1 z76 0 531151N 1250314E
1 z79 0 531141N 1245927E
1 z82 0 531127N 1245805E
1 z85 0 531053N 1245533E
1 z88 0 530924N 1245413E
1 z91 0 530654N 1245500E
1 z94 0 530519N 1245325E
1 z97 0 530515N 1245137E
1 z100 0 530550N 1245051E
1 z103 0 530737N 1245044E
1 z106 0 530840N 1244932E
1 z109 0 530829N 1244738E
1 z112 0 530826N 1244612E
1 z115 0 530841N 1244430E
1 z118 0 530908N 1244316E
1 z121 0 530957N 1244251E
1 z124 0 531042N 1244331E
1 z127 0 531134N 1244248E
1 z130 0 531211N 1244114E
1 z133 0 531219N 1244029E
1 z136 0 531233N 1243849E
1 z139 0 531230N 1243739E
1 z142 0 531304N 1243526E
1 z145 0 531258N 1243117E
1 z148 0 531240N 1242846E
1 z151 0 531254N 1242731E
1 z154 0 531321N 1242528E
1 z157 0 531459N 1242431E
1 z160 0 531622N 1242152E
1 z163 0 531944N 1241917E
1 z166 0 532043N 1241723E
1 z169 0 532145N 1241542E
1 z172 0 532242N 1241417E
1 z175 0 532224N 1241158E
1 z178 0 532106N 1240814E
1 z181 0 532133N 1240554E
1 z184 0 532350N 1240116E
1 z187 0 532522N 1235952E
1 z190 0 532605N 1235847E
1 z193 0 532635N 1235722E
1 z196 0 532757N 1235451E
1 z199 0 532918N 1235227E
1 z202 0 532926N 1234944E
1 z205 0 532924N 1234711E
1 z208 0 532951N 1234524E
1 z211 0 532939N 1234252E
1 z214 0 533005N 1234131E
1 z217 0 533202N 1233847E
1 z220 0 533228N 1233832E
1 z223 0 533258N 1233713E
1 z226 0 533308N 1233521E
1 z229 0 533200N 1233445E
1 z232 0 533010N 1233334E
1 z235 0 532959N 1233216E
1 z238 0 533053N 1233208E
1 z241 0 533158N 1233323E
1 z244 0 533256N 1233241E
1 z247 0 533325N 1233103E
1 z250 0 533257N 1232942E
1 z253 0 533152N 1232909E
1 z256 0 533037N 1232957E
1 z259 0 533005N 1232935E
1 z262 0 533019N 1232830E
1 z265 0 533139N 1232737E
1 z268 0 533205N 1232642E
1 z271 0 533213N 1232300E
1 z274 0 533318N 1231929E
1 z277 0 533344N 1231702E
1 z280 0 533335N 1231502E
1 z283 0 533240N 1231241E
1 z286 0 533031N 1231014E
1 z289 0 533008N 1230842E
1 z292 0 533021N 1230608E
1 z295 0 533025N 1230331E
1 z298 0 533015N 1230226E
1 z301 0 532939N 1225948E
1 z304 0 532923N 1225738E
1 z307 0 532838N 1225550E
1 z310 0 532746N 1225246E
1 z313 0 532736N 1224936E
1 z316 0 532739N 1224715E
1 z319 0 532745N 1224405E
1 z322 0 532734N 1223929E
1 z325 0 532753N 1223541E
1 z328 0 532730N 1223336E
1 z331 0 532706N 1223048E
1 z334 0 532703N 1222822E
1 z337 0 532636N 1222634E
1 z340 0 532721N 1222402E
1 z343 0 532746N 1222256E
1 z346 0 532841N 1222150E
1 z349 0 532952N 1222101E
1 z352 0 532958N 1221928E
1 z355 0 532919N 1221751E
1 z358 0 532819N 1221547E
1 z361 0 532750N 1221359E
1 z364 0 532749N 1221211E
1 z367 0 532817N 1220922E
1 z370 0 532643N 1220730E
1 z373 0 532536N 1220605E
1 zz1 0 503024N 1271757E
1 zz4 0 503232N 1272000E
1 zz7 0 503256N 1272126E
1 zz10 0 503414N 1272143E
1 zz13 0 503547N 1272118E
1 zz16 0 503704N 1272011E
1 zz19 0 503808N 1271852E
1 zz22 0 503859N 1271814E
1 zz25 0 503957N 1271732E
1 zz28 0 504130N 1271656E
1 zz31 0 504232N 1271659E
1 zz34 0 504413N 1271756E
1 zz37 0 504526N 1271732E
1 zz40 0 504600N 1271536E
1 zz43 0 504737N 1271320E
1 zz46 0 504833N 1271222E
1 zz49 0 505028N 1271111E
1 zz52 0 505230N 1270934E
1 zz55 0 505315N 1270856E
1 zz58 0 505427N 1270752E
1 zz61 0 505616N 1270533E
1 zz64 0 505747N 1270225E
1 zz67 0 505903N 1270100E
1 zz70 0 510114N 1265856E
1 zz73 0 510301N 1265557E
1 zz76 0 510418N 1265517E
1 zz79 0 510522N 1265449E
1 zz82 0 510731N 1265443E
1 zz85 0 510911N 1265433E
1 zz88 0 511019N 1265359E
1 zz91 0 511133N 1265336E
1 zz94 0 511455N 1265530E
1 zz97 0 511602N 1265650E
1 zz100 0 511654N 1265734E
1 zz103 0 511855N 1265835E
1 zz106 0 511934N 1265818E
1 zz109 0 511941N 1265639E
1 zz112 0 511852N 1265300E
1 zz115 0 511823N 1265301E
1 zz118 0 511730N 1265431E
1 zz121 0 511623N 1265521E
1 zz124 0 511524N 1265508E
1 zz127 0 511437N 1265429E
1 zz130 0 511417N 1265302E
1 zz133 0 511513N 1265045E
1 zz136 0 511607N 1264920E
1 zz139 0 511808N 1264833E
1 zz142 0 511940N 1264850E
1 zz145 0 512035N 1264954E
1 zz148 0 512053N 1265035E
1 zz151 0 512053N 1265417E
1 zz154 0 512130N 1265517E
1 zz157 0 512301N 1265452E
1 zz160 0 512405N 1265358E
1 zz163 0 512435N 1265218E
1 zz166 0 512504N 1264850E
1 zz169 0 512607N 1264713E
1 zz172 0 512802N 1264652E
1 zz175 0 512909N 1264802E
1 zz178 0 513108N 1264945E
1 zz181 0 513155N 1264947E
1 zz184 0 513237N 1264838E
1 zz187 0 513332N 1264600E
1 zz190 0 513358N 1264328E
1 zz193 0 513522N 1264027E
1 zz196 0 513640N 1264044E
1 zz199 0 513718N 1264226E
1 zz202 0 513814N 1264341E
1 zz205 0 513945N 1264352E
1 zz208 0 514018N 1264329E
1 zz211 0 514151N 1264314E
1 zz214 0 514305N 1264308E
1 zz217 0 514339N 1264207E
1 zz220 0 514334N 1264033E
1 zz223 0 514400N 1263955E
1 zz226 0 514506N 1263828E
1 zz229 0 514637N 1263705E
1 zz232 0 514832N 1263525E
1 zz235 0 515005N 1263407E
1 zz238 0 515210N 1263303E
1 zz241 0 515301N 1263213E
1 zz244 0 515354N 1263057E
1 zz247 0 515530N 1262943E
1 zz250 0 515642N 1262749E
1 zz253 0 515822N 1262723E
1 zz256 0 520000N 1262608E
1 zz259 0 520053N 1262552E
1 zz262 0 520209N 1262717E
1 zz265 0 520236N 1262808E
1 zz268 0 520222N 1262959E
1 zz271 0 520239N 1263040E
1 zz274 0 520343N 1262949E
1 zz277 0 520420N 1263142E
1 zz280 0 520509N 1263150E
1 zz283 0 520608N 1263218E
1 zz286 0 520655N 1263324E
1 zz289 0 520744N 1263327E
1 zz292 0 520820N 1263150E
1 zz295 0 520854N 1263035E
1 zz298 0 520911N 1262950E
1 zz301 0 520940N 1262802E
1 zz304 0 521025N 1262528E
1 zz307 0 521051N 1262257E
1 zz310 0 521122N 1262022E
1 zz313 0 521202N 1261833E
1 zz316 0 521319N 1261741E
1 zz319 0 521435N 1261850E
1 zz322 0 521529N 1262021E
1 zz325 0 521549N 1262041E
1 zz328 0 521550N 1262124E
1 zz331 0 521617N 1262246E
1 zz334 0 521642N 1262420E
1 zz337 0 521642N 1262525E
1 zz340 0 521727N 1262532E
1 zz343 0 521757N 1262453E
1 zz346 0 521805N 1262317E
1 zz349 0 521759N 1262142E
1 zz352 0 521829N 1261928E
1 zz355 0 521923N 1261848E
1 zz358 0 522038N 1261915E
1 zz361 0 522121N 1262021E
1 zz364 0 522224N 1262039E
1 zz367 0 522341N 1262039E
1 zz370 0 522416N 1262005E
1 zz373 0 522500N 1261915E
1 zz376 0 522535N 1261852E
1 zz379 0 522628N 1261724E
1 zz382 0 522816N 1261542E
1 zz385 0 522820N 1261345E
1 zz388 0 522758N 1261144E
1 zz391 0 522835N 1261105E
1 zz394 0 522943N 1261122E
1 zz397 0 523125N 1261157E
1 zz400 0 523213N 1261123E
1 zz403 0 523430N 1260747E
1 zz406 0 523516N 1260608E
1 zz409 0 523608N 1260402E
1 zz412 0 523528N 1260307E
1 zz415 0 523431N 1260146E
1 zz418 0 523449N 1260013E
1 zz421 0 523539N 1255856E
1 zz424 0 523628N 1255833E
1 zz427 0 523813N 1255757E
1 zz430 0 524005N 1255853E
1 zz433 0 524041N 1260032E
1 zz436 0 524034N 1260113E
1 zz439 0 524037N 1260248E
1 zz442 0 524134N 1260335E
1 zz445 0 524415N 1260224E
1 zz448 0 524453N 1260315E
1 zz451 0 524546N 1260631E
1 zz454 0 524625N 1260605E
1 zz457 0 524720N 1260341E
1 zz460 0 524741N 1260240E
1 zz463 0 524721N 1260014E
1 zz466 0 524549N 1255928E
1 zz469 0 524531N 1255842E
1 zz472 0 524546N 1255730E
1 zz475 0 524653N 1255608E
1 zz478 0 524908N 1255447E
1 zz481 0 525022N 1255254E
1 zz484 0 525343N 1255043E
1 zz487 0 525338N 1254748E
1 zz490 0 525243N 1254531E
1 zz493 0 525217N 1254334E
1 zz496 0 525131N 1254102E
1 zz499 0 525331N 1253949E
1 zzz1 0 532536N 1220605E
1 zzz4 0 532520N 1220450E
1 zzz7 0 532534N 1220107E
1 zzz10 0 532552N 1215746E
1 zzz13 0 532531N 1215443E
1 zzz16 0 532536N 1215127E
1 zzz19 0 532505N 1214935E
1 zzz22 0 532428N 1214719E
1 zzz25 0 532321N 1214329E
1 zzz28 0 532306N 1214030E
1 zzz31 0 532156N 1213656E
1 zzz34 0 532116N 1213520E
1 zzz37 0 532017N 1213057E
1 zzz40 0 532003N 1212904E
1 zzz43 0 531946N 1212722E
1 zzz46 0 531915N 1212452E
1 zzz49 0 531925N 1212142E
1 zzz52 0 531913N 1211929E
1 zzz55 0 531754N 1211753E
1 zzz58 0 531733N 1211539E
1 zzz61 0 531659N 1211358E
1 zzz64 0 531703N 1211121E
1 zzz67 0 531704N 1210901E
1 zzz70 0 531640N 1210719E
1 zzz73 0 531721N 1210645E
1 zzz76 0 531802N 1210544E
1 zzz79 0 531808N 1210428E
1 zzz82 0 531724N 1210242E
1 zzz85 0 531740N 1205849E
1 zzz88 0 531737N 1205639E
1 zzz91 0 531706N 1205453E
1 zzz94 0 531724N 1205336E
1 zzz97 0 531701N 1205254E
1 zzz100 0 531634N 1205213E
1 zzz103 0 531625N 1204926E
1 zzz106 0 531545N 1204906E
1 zzz109 0 531504N 1205008E
1 zzz112 0 531416N 1205010E
1 zzz115 0 531414N 1204822E
1 zzz118 0 531321N 1204659E
1 zzz121 0 531244N 1204556E
1 zzz124 0 531116N 1204247E
1 zzz127 0 531019N 1204102E
1 zzz130 0 530924N 1204115E
1 zzz133 0 530826N 1204046E
1 zzz136 0 530758N 1203855E
1 zzz139 0 530623N 1203811E
1 zzz142 0 530558N 1203636E
1 zzz145 0 530524N 1203523E
1 zzz148 0 530447N 1203343E
1 zzz151 0 530300N 1203139E
1 zzz154 0 530220N 1203032E
1 zzz157 0 530144N 1202956E
1 zzz160 0 530038N 1202703E
1 zzz163 0 525911N 1202526E
1 zzz166 0 525816N 1202452E
1 zzz169 0 525720N 1202412E
1 zzz172 0 525642N 1202233E
1 zzz175 0 525621N 1202113E
1 zzz178 0 525446N 1202036E
1 zzz181 0 525404N 1202007E
1 zzz184 0 525351N 1201810E
1 zzz187 0 525301N 1201704E
1 zzz190 0 525143N 1201652E
1 zzz193 0 525124N 1201450E
1 zzz196 0 525040N 1201317E
1 zzz265 0 523652N 1201612E
1 zzz268 0 523723N 1201719E
1 zzz271 0 523700N 1202208E
1 zzz274 0 523726N 1202435E
1 zzz277 0 523830N 1202639E
1 zzz280 0 523809N 1202806E
1 zzz283 0 523738N 1202855E
1 zzz286 0 523640N 1203127E
1 zzz289 0 523544N 1203343E
1 zzz292 0 523443N 1203622E
1 zzzz1 0 493514N 1274906E
1 zzzz4 0 493523N 1274833E
1 zzzz7 0 493549N 1274733E
1 zzzz10 0 493727N 1274625E
1 zzzz13 0 493808N 1274512E
1 zzzz16 0 493832N 1274353E
1 zzzz19 0 493903N 1274222E
1 zzzz22 0 493958N 1274116E
1 zzzz25 0 494049N 1274035E
1 zzzz28 0 494147N 1274000E
1 zzzz31 0 494211N 1273959E
1 zzzz34 0 494309N 1274001E
1 zzzz37 0 494441N 1274007E
1 zzzz40 0 494609N 1273940E
1 zzzz43 0 494627N 1273901E
1 zzzz46 0 494647N 1273455E
1 zzzz49 0 494716N 1273324E
1 zzzz52 0 494844N 1273111E
1 zzzz55 0 495014N 1273024E
1 zzzz58 0 495159N 1273109E
1 zzzz61 0 495305N 1273145E
1 zzzz64 0 495452N 1273230E
1 zzzz67 0 495727N 1273142E
1 zzzz70 0 495835N 1273059E
1 zzzz73 0 495910N 1273038E
1 zzzz76 0 500007N 1272920E
1 zzzz79 0 500118N 1272858E
1 zzzz82 0 500350N 1272948E
1 zzzz85 0 500611N 1273130E
1 zzzz88 0 500746N 1273252E
1 zzzz91 0 500901N 1273350E
1 zzzz94 0 500944N 1273449E
1 zzzz97 0 501112N 1273527E
1 zzzz100 0 501309N 1273554E
1 zzzz103 0 501419N 1273507E
1 zzzz106 0 501443N 1273224E
1 zzzz109 0 501458N 1273053E
1 zzzz112 0 501532N 1272856E
1 zzzz115 0 501610N 1272708E
1 zzzz118 0 501647N 1272519E
1 zzzz121 0 501714N 1272258E
1 zzzz124 0 501749N 1272202E
1 zzzz127 0 501841N 1272135E
1 zzzz130 0 501931N 1272040E
1 zzzz133 0 502101N 1271939E
1 zzzz136 0 502358N 1272124E
1 zzzz139 0 502443N 1272117E
1 zzzz142 0 502543N 1272055E
1 zzzz145 0 502613N 1272109E
1 zzzz148 0 502652N 1272037E
1 zzzz151 0 502703N 1271905E
1 zzzz154 0 502723N 1271759E
1 zzzz157 0 502833N 1271700E
1 zzzz160 0 502918N 1271649E
1 zzzz163 0 503018N 1271813E
1 y1 0 482259N 1341245E
1 y4 0 482207N 1341033E
1 y7 0 482143N 1341010E
1 y10 0 482125N 1340940E
1 y13 0 482115N 1340854E
1 y16 0 482102N 1340738E
1 y19 0 482052N 1340619E
1 y22 0 482036N 1340458E
1 y25 0 482017N 1340342E
1 y28 0 481942N 1340153E
1 y31 0 481912N 1340120E
1 y34 0 481848N 1340051E
1 y37 0 481807N 1335958E
1 y40 0 481805N 1335852E
1 y43 0 481806N 1335758E
1 y46 0 481808N 1335726E
1 y49 0 481809N 1335652E
1 y52 0 481755N 1335559E
1 y55 0 481744N 1335507E
1 y58 0 481656N 1335129E
1 y61 0 481558N 1334914E
1 y64 0 481515N 1334712E
1 y67 0 481447N 1334544E
1 y70 0 481406N 1334427E
1 y73 0 481238N 1334337E
1 y76 0 481110N 1334221E
1 y79 0 481044N 1334032E
1 y82 0 481134N 1333648E
1 y85 0 481008N 1333526E
1 y88 0 480913N 1333416E
1 y91 0 480833N 1333341E
1 y94 0 480802N 1333311E
1 y97 0 480734N 1333242E
1 y100 0 480715N 1333214E
1 y103 0 480702N 1333126E
1 y106 0 480647N 1332929E
1 y109 0 480646N 1332828E
1 y112 0 480649N 1332738E
1 y115 0 480646N 1332618E
1 y118 0 480625N 1332510E
1 y121 0 480629N 1332242E
1 y124 0 480627N 1332115E
1 y127 0 480613N 1331958E
1 y130 0 480554N 1331739E
1 y133 0 480622N 1331542E
1 y136 0 480700N 1331457E
1 y139 0 480712N 1331339E
1 y142 0 480641N 1331204E
1 y145 0 480633N 1331008E
1 y148 0 480540N 1330618E
1 y151 0 480450N 1330448E
1 y154 0 480423N 1330303E
1 y157 0 480307N 1330134E
1 y160 0 480228N 1330135E
1 y163 0 480150N 1330151E
1 y166 0 480103N 1330105E
1 y169 0 480042N 1325915E
1 y172 0 480103N 1325733E
1 y175 0 480058N 1325640E
1 y178 0 480055N 1325621E
1 y181 0 480021N 1325344E
1 y184 0 475833N 1325118E
1 y187 0 475621N 1324806E
1 y190 0 475555N 1324612E
1 y193 0 475559N 1324543E
1 y196 0 475622N 1324419E
1 y199 0 475650N 1324135E
1 y202 0 475616N 1324020E
1 y205 0 475531N 1323946E
1 y208 0 475448N 1323927E
1 y211 0 475409N 1323910E
1 y214 0 475341N 1323903E
1 y217 0 475256N 1323850E
1 y220 0 475209N 1323841E
1 y223 0 475039N 1323806E
1 y226 0 474903N 1323705E
1 y229 0 474812N 1323623E
1 y232 0 474716N 1323531E
1 y235 0 474610N 1323530E
1 y238 0 474416N 1323513E
1 y241 0 474306N 1323322E
1 y244 0 474241N 1322915E
1 y247 0 474402N 1322532E
1 y250 0 474409N 1322348E
1 y253 0 474426N 1322254E
1 y256 0 474440N 1322153E
1 y259 0 474448N 1322033E
1 y262 0 474452N 1321934E
1 y265 0 474440N 1321850E
1 y268 0 474412N 1321813E
1 y271 0 474338N 1321736E
1 y274 0 474309N 1321551E
1 y277 0 474209N 1321321E
1 y280 0 474152N 1321051E
1 y283 0 474153N 1320924E
1 y286 0 474156N 1320719E
1 y289 0 474159N 1320531E
1 y292 0 474225N 1320142E
1 y295 0 474100N 1315939E
1 y298 0 473957N 1315828E
1 y301 0 474013N 1315644E
1 y304 0 474032N 1315435E
1 y307 0 474035N 1315231E
1 y310 0 474017N 1315114E
1 y313 0 474047N 1314632E
1 y316 0 474148N 1314455E
1 y319 0 474218N 1314218E
1 y322 0 474129N 1314025E
1 y325 0 473940N 1313858E
1 y328 0 473929N 1313512E
1 y331 0 474102N 1313327E
1 y334 0 474329N 1313302E
1 y337 0 474404N 1313057E
1 y340 0 474425N 1312648E
1 y343 0 474339N 1312241E
1 y346 0 474411N 1311716E
1 y349 0 474351N 1311510E
1 y352 0 474259N 1311248E
1 y355 0 474205N 1311139E
1 y358 0 474117N 1310746E
1 y361 0 474111N 1310425E
1 y364 0 474125N 1310040E
1 yy1 0 474125N 1310040E
1 yy4 0 474318N 1305814E
1 yy7 0 474528N 1305715E
1 yy10 0 474843N 1305721E
1 yy13 0 475005N 1305640E
1 yy16 0 475107N 1305526E
1 yy19 0 475248N 1305451E
1 yy22 0 475430N 1305333E
1 yy25 0 475619N 1305127E
1 yy28 0 475759N 1304846E
1 yy31 0 480017N 1304416E
1 yy34 0 480051N 1304350E
1 yy37 0 480147N 1304327E
1 yy40 0 480240N 1304118E
1 yy43 0 480330N 1304022E
1 yy46 0 480511N 1304011E
1 yy49 0 480649N 1303857E
1 yy52 0 480944N 1304201E
1 yy55 0 481126N 1304425E
1 yy58 0 481342N 1304449E
1 yy61 0 481518N 1304551E
1 yy64 0 481738N 1304900E
1 yy67 0 481832N 1304936E
1 yy70 0 481941N 1304845E
1 yy73 0 482046N 1304837E
1 yy76 0 482115N 1304603E
1 yy79 0 482210N 1304526E
1 yy82 0 482443N 1304438E
1 yy85 0 482533N 1304405E
1 yy88 0 482641N 1304343E
1 yy91 0 482744N 1304419E
1 yy94 0 482940N 1304536E
1 yy97 0 483033N 1304420E
1 yy100 0 483038N 1304233E
1 yy103 0 482921N 1303817E
1 yy106 0 482938N 1303655E
1 yy109 0 483141N 1303615E
1 yy112 0 483420N 1303620E
1 yy115 0 483552N 1303505E
1 yy118 0 483613N 1303229E
1 yy121 0 483644N 1303048E
1 yy124 0 483848N 1303116E
1 yy127 0 483948N 1303211E
1 yy130 0 484216N 1303359E
1 yy133 0 484512N 1303513E
1 yy136 0 485017N 1303918E
1 yy139 0 485137N 1304039E
1 yy142 0 485239N 1304011E
1 yy145 0 485303N 1303829E
1 yy148 0 485248N 1303700E
1 yy151 0 485216N 1303551E
1 yy154 0 485207N 1303451E
1 yy157 0 485129N 1303421E
1 yy160 0 485123N 1303302E
1 yy163 0 485126N 1303015E
1 yy166 0 485209N 1302838E
1 yy169 0 485308N 1302811E
1 yy172 0 485407N 1302659E
1 yy175 0 485409N 1302446E
1 yy178 0 485354N 1302253E
1 yy181 0 485226N 1301840E
1 yy184 0 485157N 1301559E
1 yy187 0 485201N 1301416E
1 yy190 0 485255N 1301253E
1 yy193 0 485438N 1301054E
1 yy196 0 485554N 1300844E
1 yy199 0 485658N 1300700E
1 yy202 0 485808N 1300421E
1 yy205 0 485938N 1300214E
1 yy208 0 490100N 1300119E
1 yy211 0 490135N 1295926E
1 yy214 0 490224N 1295635E
1 yy217 0 490415N 1295504E
1 yy220 0 490554N 1295513E
1 yy223 0 490638N 1295152E
1 yy226 0 490835N 1295044E
1 yy229 0 491039N 1295043E
1 yy232 0 491035N 1294830E
1 yy235 0 491115N 1294528E
1 yy238 0 491236N 1294415E
1 yy241 0 491347N 1294347E
1 yy244 0 491430N 1294402E
1 yy247 0 491551N 1294353E
1 yy250 0 491713N 1294206E
1 yy253 0 491738N 1294012E
1 yy256 0 491645N 1293639E
1 yy259 0 491646N 1293430E
1 yy262 0 491905N 1293153E
1 yy265 0 492030N 1293154E
1 yy268 0 492130N 1293200E
1 yy271 0 492232N 1293155E
1 yy274 0 492410N 1293126E
1 yy277 0 492522N 1292938E
1 yy280 0 492556N 1292730E
1 yy283 0 492630N 1292558E
1 yy286 0 492615N 1292425E
1 yy289 0 492433N 1292207E
1 yy292 0 492244N 1292320E
1 yy295 0 492140N 1292215E
1 yy298 0 492108N 1291941E
1 yy301 0 492213N 1291708E
1 yy304 0 492337N 1291454E
1 yy307 0 492341N 1291200E
1 yy310 0 492246N 1291021E
1 yy313 0 492102N 1290737E
1 yy316 0 492112N 1290523E
1 yy319 0 492158N 1290319E
1 yy322 0 492243N 1290240E
1 yy325 0 492348N 1290155E
1 yy328 0 492505N 1290110E
1 yy331 0 492617N 1290016E
1 yy334 0 492656N 1285926E
1 yy337 0 492741N 1285741E
1 yy340 0 492800N 1285517E
1 yy343 0 492848N 1285342E
1 yy346 0 492929N 1285113E
1 yy349 0 492849N 1284929E
1 yy352 0 492809N 1284805E
1 yy355 0 492812N 1284610E
1 yy358 0 492838N 1284426E
1 yy361 0 492936N 1284401E
1 yy364 0 493130N 1284505E
1 yy367 0 493250N 1284644E
1 yy370 0 493359N 1284729E
1 yy373 0 493500N 1284634E
1 yy376 0 493520N 1284419E
1 yy379 0 493418N 1284339E
1 yy382 0 493339N 1284205E
1 yy385 0 493401N 1283956E
1 yy388 0 493521N 1283506E
1 yy391 0 493523N 1283326E
1 yy394 0 493550N 1283141E
1 yy397 0 493523N 1283032E
1 yy400 0 493509N 1282743E
1 yy403 0 493503N 1282623E
1 yy406 0 493512N 1282439E
1 yy409 0 493451N 1282229E
1 yy412 0 493419N 1282200E
1 yy415 0 493331N 1282225E
1 yy418 0 493242N 1282146E
1 yy421 0 493223N 1282005E
1 yy424 0 493249N 1281904E
1 yy427 0 493338N 1281607E
1 yy430 0 493332N 1281402E
1 yy433 0 493259N 1281300E
1 yy436 0 493213N 1281028E
1 yy439 0 493222N 1280728E
1 yy442 0 493226N 1280609E
1 yy445 0 493229N 1280455E
1 yy448 0 493251N 1280330E
1 yy451 0 493359N 1280132E
1 yy454 0 493429N 1280023E
1 yy457 0 493513N 1275849E
1 yy460 0 493507N 1275732E
1 yy463 0 493506N 1275619E
1 yy466 0 493419N 1275447E
1 yy469 0 493438N 1275050E
1 yy472 0 493512N 1274919E
1 yyyy1 0 523427N 1203649E
1 yyyy4 0 523405N 1203909E
1 yyyy7 0 523302N 1204058E
1 yyyy10 0 523257N 1204300E
1 yyyy13 0 523213N 1204335E
1 yyyy16 0 523137N 1204305E
1 yyyy19 0 523059N 1204115E
1 yyyy22 0 522942N 1204146E
1 yyyy25 0 522853N 1204122E
1 yyyy28 0 522829N 1204051E
1 yyyy31 0 522639N 1204052E
1 yyyy34 0 522525N 1204029E
1 yyyy37 0 522435N 1203944E
1 yyyy40 0 522355N 1203909E
1 yyyy43 0 522214N 1203827E
1 yyyy46 0 522150N 1203802E
1 yyyy49 0 522129N 1203644E
1 yyyy52 0 522038N 1203641E
1 yyyy55 0 521908N 1203723E
1 yyyy58 0 521808N 1203851E
1 yyyy61 0 521703N 1204127E
1 yyyy64 0 521559N 1204146E
1 yyyy67 0 521540N 1204214E
1 yyyy70 0 521517N 1204422E
1 yyyy73 0 521432N 1204517E
1 yyyy76 0 521339N 1204406E
1 yyyy79 0 521300N 1204325E
1 yyyy82 0 521218N 1204349E
