0 РайоныАэродр.
Линий 15; ПОДов 0; дуг 0; окружностей 0
Линии(индекс 2): всего 15
ID(2) начало конец тип цвет
2 RA334 RA325 0 5
2 RA325 RA327 0 5
2 RA329 RA327 0 5
2 RA332 RA329 0 5
2 RA332 RA334 0 5
2 RA309 RA313 0 5
2 RA315 RA313 0 5
2 RA315 RA320 0 5
2 RA321 RA320 0 5
2 RA321 RA309 0 5
2 gg61 ra28 0 5
2 WZ ra28 0 5
2 WZ ra30 0 5
2 ra31 ra30 0 5
2 ra31 gg53 0 5
